,t1_phon,t2_phon,phon,t1_gloss,t2_gloss,gloss,t1_orth,t2_orth,orth,t1_trans,t2_trans,trans
142,76.1676540001867,76.6296377674079,kā,76.1676540001867,76.6296377674079,SEQ,76.1676540001867,78.29718107341913,ka møøg cam yi Deng kï kal,76.1676540001867,78.29718107341913,Deng ate the eel in the compound
143,76.6296377674079,77.09047856969767,mɔ̀ɔk,76.6296377674079,77.09047856969767,eel:SG,76.1676540001867,78.29718107341913,ka møøg cam yi Deng kï kal,76.1676540001867,78.29718107341913,Deng ate the eel in the compound
145,77.39739854402265,77.58726495456604,cấm,77.39739854402265,77.58726495456604,eat,76.1676540001867,78.29718107341913,ka møøg cam yi Deng kï kal,76.1676540001867,78.29718107341913,Deng ate the eel in the compound
146,77.58726495456604,77.66837293576904,ɪ̀ɪ,77.58726495456604,77.66837293576904,ERG,76.1676540001867,78.29718107341913,ka møøg cam yi Deng kï kal,76.1676540001867,78.29718107341913,Deng ate the eel in the compound
147,77.66837293576904,77.92644378505132,dɛ̄ɛŋ,77.66837293576904,77.92644378505132,Deng,76.1676540001867,78.29718107341913,ka møøg cam yi Deng kï kal,76.1676540001867,78.29718107341913,Deng ate the eel in the compound
148,77.92644378505132,78.00847344785889,kɪ̀,77.92644378505132,78.00847344785889,LOC,76.1676540001867,78.29718107341913,ka møøg cam yi Deng kï kal,76.1676540001867,78.29718107341913,Deng ate the eel in the compound
149,78.00847344785889,78.29718107341913,kàl,78.00847344785889,78.29718107341913,compound:SG,76.1676540001867,78.29718107341913,ka møøg cam yi Deng kï kal,76.1676540001867,78.29718107341913,Deng ate the eel in the compound
151,79.78261721650847,79.92383603966962,kāa,79.78261721650847,79.92383603966962,SEQ,79.78261721650847,81.06607553252674,ka kwän kïdhi dïpac.,79.78261721650847,81.06607553252674,And then the porridge was carried to the center of the village.
152,79.92383603966962,80.30082530139883,kwʌ̄n,79.92383603966962,80.30082530139883,porridge:SG,79.78261721650847,81.06607553252674,ka kwän kïdhi dïpac.,79.78261721650847,81.06607553252674,And then the porridge was carried to the center of the village.
153,80.30082530139883,80.53263857413914,kît̪-ɪ̀,80.30082530139883,80.53263857413914,carry:FUGAL-DEST,79.78261721650847,81.06607553252674,ka kwän kïdhi dïpac.,79.78261721650847,81.06607553252674,And then the porridge was carried to the center of the village.
154,80.53263857413914,81.06607553252674,dï̄-pâac,80.53263857413914,81.06607553252674,center:CS-village:SG,79.78261721650847,81.06607553252674,ka kwän kïdhi dïpac.,79.78261721650847,81.06607553252674,And then the porridge was carried to the center of the village.
156,82.61219757270487,82.8009749801109,tɛ̀ɛn-ɪ̀,82.61219757270487,82.8009749801109,people:DEM1,82.61219757270487,83.37977182041689,Teen-a ánëën,82.61219757270487,85.58878895684002,"Those who were watching [for the eel to be brought], the watching made them tired: the fish is not brought."
157,82.8009749801109,83.37977182041689,āa-nèeen,82.8009749801109,83.37977182041689,PASTPAF-watch,82.61219757270487,83.37977182041689,Teen-a ánëën,82.61219757270487,85.58878895684002,"Those who were watching [for the eel to be brought], the watching made them tired: the fish is not brought."
159,84.13411650414643,84.43754002496904,á-pî́t,84.13411650414643,84.43754002496904,PAST-becometired:CAUS,84.13411650414643,85.58878895684002, ápïd yi nënni møøg pa kääl,82.61219757270487,85.58878895684002,"Those who were watching [for the eel to be brought], the watching made them tired: the fish is not brought."
160,84.43754002496904,84.53603053433116,ERG,84.43754002496904,84.53603053433116,ɪ̀,84.13411650414643,85.58878895684002, ápïd yi nënni møøg pa kääl,82.61219757270487,85.58878895684002,"Those who were watching [for the eel to be brought], the watching made them tired: the fish is not brought."
161,84.53603053433116,84.79471539953273,nếenɪ̄,84.53603053433116,84.79471539953273,watch:INF,84.13411650414643,85.58878895684002, ápïd yi nënni møøg pa kääl,82.61219757270487,85.58878895684002,"Those who were watching [for the eel to be brought], the watching made them tired: the fish is not brought."
162,84.79471539953273,85.0264072655088,mɔ̀ɔk,84.79471539953273,85.0264072655088,eel:SG,84.13411650414643,85.58878895684002, ápïd yi nënni møøg pa kääl,82.61219757270487,85.58878895684002,"Those who were watching [for the eel to be brought], the watching made them tired: the fish is not brought."
163,85.0264072655088,85.18735619836343,pāa,85.0264072655088,85.18735619836343,NEGPRES,84.13411650414643,85.58878895684002, ápïd yi nënni møøg pa kääl,82.61219757270487,85.58878895684002,"Those who were watching [for the eel to be brought], the watching made them tired: the fish is not brought."
164,85.18735619836343,85.58878895684002,kʌ́ʌʌl̀,85.18735619836343,85.58878895684002,carry:PETAL,84.13411650414643,85.58878895684002, ápïd yi nënni møøg pa kääl,82.61219757270487,85.58878895684002,"Those who were watching [for the eel to be brought], the watching made them tired: the fish is not brought."
166,86.29838530567363,86.43151317661857,dɛ́,86.29838530567363,86.43151317661857,BUT,86.29838530567363,87.44186523316014,de yöd-á kwän a kääl.,86.29838530567363,87.44186523316014,but instead the porridge is brought.
167,86.43151317661857,86.74054293616608,jōot-áa,86.43151317661857,86.74054293616608,turn:REL,86.29838530567363,87.44186523316014,de yöd-á kwän a kääl.,86.29838530567363,87.44186523316014,but instead the porridge is brought.
168,86.74054293616608,86.93187092343861,kwʌ̄n,86.74054293616608,86.93187092343861,porridge:SG,86.29838530567363,87.44186523316014,de yöd-á kwän a kääl.,86.29838530567363,87.44186523316014,but instead the porridge is brought.
169,86.93187092343861,87.44186523316014,āa-kʌ́ʌʌl̀,86.93187092343861,87.44186523316014,PASTPAF-carry:PETAL,86.29838530567363,87.44186523316014,de yöd-á kwän a kääl.,86.29838530567363,87.44186523316014,but instead the porridge is brought.
171,88.94022225640242,89.22282492979159,bʊ̄-ŋâaan,88.94022225640242,89.47692706488886,no-person:CS,88.94022225640242,90.02083224617569,Bongan-á ágööny thyew,88.94022225640242,90.02083224617569,"Nonetheless, nobody complained "
172,89.22282492979159,89.64882723464831,āa-gòooɲ,88.94022225640242,89.47692706488886,no-person:CS,88.94022225640242,90.02083224617569,Bongan-á ágööny thyew,88.94022225640242,90.02083224617569,"Nonetheless, nobody complained "
173,89.64882723464831,90.02083224617569,t̪jɛ̀ɛw,89.64882723464831,90.02083224617569,ADV,88.94022225640242,90.02083224617569,Bongan-á ágööny thyew,88.94022225640242,90.02083224617569,"Nonetheless, nobody complained "
175,91.07296230979614,91.2404869440987,máa,91.07296230979614,91.2404869440987,because,91.07296230979614,93.2691842573624,má gïncaam Deng áwädhi dïpac  kidyër,91.07296230979614,93.2691842573624,because Deng's food has truly reached the centre
176,91.2404869440987,91.7613871627252,gìncấaam,91.2404869440987,91.7613871627252,food:SG:CS,91.07296230979614,93.2691842573624,má gïncaam Deng áwädhi dïpac  kidyër,91.07296230979614,93.2691842573624,because Deng's food has truly reached the centre
177,91.7613871627252,92.07031521209312,dɛ̄ɛŋ,91.7613871627252,92.07031521209312,Deng,91.07296230979614,93.2691842573624,má gïncaam Deng áwädhi dïpac  kidyër,91.07296230979614,93.2691842573624,because Deng's food has truly reached the centre
178,92.07031521209312,92.40395750541046,á-wʌ̀d̪-ɪ̀,92.07031521209312,92.40395750541046,PAST-reach-DEST,91.07296230979614,93.2691842573624,má gïncaam Deng áwädhi dïpac  kidyër,91.07296230979614,93.2691842573624,because Deng's food has truly reached the centre
179,92.40395750541046,92.73284705950677,dï̄-pâac,92.40395750541046,92.73284705950677,center:CS-village:SG,91.07296230979614,93.2691842573624,má gïncaam Deng áwädhi dïpac  kidyër,91.07296230979614,93.2691842573624,because Deng's food has truly reached the centre
180,92.73284705950677,92.82946984997407,kɪ́,92.73284705950677,92.82946984997407,PREP,91.07296230979614,93.2691842573624,má gïncaam Deng áwädhi dïpac  kidyër,91.07296230979614,93.2691842573624,because Deng's food has truly reached the centre
181,92.82946984997407,93.2691842573624,djēer,92.82946984997407,93.2691842573624,truth,91.07296230979614,93.2691842573624,má gïncaam Deng áwädhi dïpac  kidyër,91.07296230979614,93.2691842573624,because Deng's food has truly reached the centre
183,93.967195084361,94.04600167675922,dɛ́,93.967195084361,94.04600167675922,BUT,93.967195084361,94.3798428393755,De path,93.967195084361,94.3798428393755,but it was not 
184,94.04600167675922,94.3798428393755,pất̪,94.04600167675922,94.3798428393755,NEGPRES,93.967195084361,94.3798428393755,De path,93.967195084361,94.3798428393755,but it was not 
186,94.50900986497052,94.5914385067846,kɪ́,94.50900986497052,94.5914385067846,PREP,94.50900986497052,95.42922279729542,ki men-a árømi yi gen.,94.50900986497052,95.42922279729542,"the one, which they thought of.   "
187,94.5914385067846,94.76381409462088,mɛ́n,94.5914385067846,94.76381409462088,DEMPRON:CS,94.50900986497052,95.42922279729542,ki men-a árømi yi gen.,94.50900986497052,95.42922279729542,"the one, which they thought of.   "
188,94.76381409462088,95.07271156463668,āa-rɔ́m-ɪ̀,94.76381409462088,95.07271156463668,PAST&PAF-thinkabout,94.50900986497052,95.42922279729542,ki men-a árømi yi gen.,94.50900986497052,95.42922279729542,"the one, which they thought of.   "
190,95.1347603254222,95.42922279729542,gɛ́n,95.1347603254222,95.42922279729542,PRON3PL,94.50900986497052,95.42922279729542,ki men-a árømi yi gen.,94.50900986497052,95.42922279729542,"the one, which they thought of.   "
192,96.61669072383536,96.99709568373206,dɛ̄ɛŋ,96.61669072383536,96.99709568373206,Deng,96.61669072383536,98.38784573820227,"Deng, møøg ácaame gøle,",96.61669072383536,98.38784573820227,"Deng, he went to eat the eel in his house"
194,97.4509077444206,97.601156332081,mɔ̀ɔk,97.4509077444206,97.601156332081,eel:SG,96.61669072383536,98.38784573820227,"Deng, møøg ácaame gøle,",96.61669072383536,98.38784573820227,"Deng, he went to eat the eel in his house"
195,97.601156332081,98.01663967142764,á-cǎaam-ɛ́,97.601156332081,98.01663967142764,PAST-eat:FUGAL-3SG,96.61669072383536,98.38784573820227,"Deng, møøg ácaame gøle,",96.61669072383536,98.38784573820227,"Deng, he went to eat the eel in his house"
196,98.01663967142764,98.38784573820227,gɔ̂́l-ɛ̄,98.01663967142764,98.38784573820227,compound:CS-3SG,96.61669072383536,98.38784573820227,"Deng, møøg ácaame gøle,",96.61669072383536,98.38784573820227,"Deng, he went to eat the eel in his house"
198,99.51966824761396,99.64948227386472,kāa,99.51966824761396,99.64948227386472,SEQ,99.51966824761396,100.39054303831143,ka bëëdi wëënyø,99.51966824761396,102.1264673850968,and then the village abandoned its deceitful way of living.
199,99.64948227386472,99.9340546430354,bèet-ɪ̀,99.64948227386472,99.9340546430354,stay:NOM-CS,99.51966824761396,100.39054303831143,ka bëëdi wëënyø,99.51966824761396,102.1264673850968,and then the village abandoned its deceitful way of living.
200,99.9340546430354,100.39054303831143,wéeeɲ̀ɔ,99.9340546430354,100.39054303831143,deceit,99.51966824761396,100.39054303831143,ka bëëdi wëënyø,99.51966824761396,102.1264673850968,and then the village abandoned its deceitful way of living.
202,101.22319632491956,101.46544757616893,wɪ̂́ɪj,101.22319632491956,101.46544757616893,AUX (let),101.22319632491956,102.1264673850968,wiy yi paanani,99.51966824761396,102.1264673850968,and then the village abandoned its deceitful way of living.
203,101.46544757616893,101.51391962897236,ɪ̀,101.46544757616893,101.51391962897236,ERG,101.22319632491956,102.1264673850968,wiy yi paanani,99.51966824761396,102.1264673850968,and then the village abandoned its deceitful way of living.
204,101.51391962897236,102.1264673850968,pāaan-ánɪ́,101.51391962897236,102.1264673850968,village:DEM1-DEM,101.22319632491956,102.1264673850968,wiy yi paanani,99.51966824761396,102.1264673850968,and then the village abandoned its deceitful way of living.
206,102.5185722305562,102.67004610603854,kāa,102.5185722305562,102.67004610603854,SEQ,102.5185722305562,103.55942785743687,Ka pac døøg-a keje.,102.5185722305562,103.55942785743687,And the village returned to its place.
207,102.67004610603854,102.92592624860282,pâac,102.67004610603854,102.92592624860282,village:SG,102.5185722305562,103.55942785743687,Ka pac døøg-a keje.,102.5185722305562,103.55942785743687,And the village returned to its place.
208,102.92592624860282,103.21785272688548,dɔ́ɔk-á,102.92592624860282,103.21785272688548,return:FUGAL:DEST,102.5185722305562,103.55942785743687,Ka pac døøg-a keje.,102.5185722305562,103.55942785743687,And the village returned to its place.
209,103.21785272688548,103.55942785743687,kɛ̄c-ɛ̄,103.21785272688548,103.55942785743687,place:CS-3SG,102.5185722305562,103.55942785743687,Ka pac døøg-a keje.,102.5185722305562,103.55942785743687,And the village returned to its place.
